,text
1285,"http://twitpic.com/7qjq3 - @wellhonestlynow Saw this, thought of u. Wld buy 4 you but have no $ "
1286,@JonoH Geez... it's like I bribed you for a follow back 
1287,@lizzie123x last time I hugged my Dad was December  You haven't got all night &amp; you know why I'm Team Neles ;) xxx
1288,@petewentz absolutely. 
1289,Just came back from Chi Sushi. Sushi and martini's.......ummmm! Nite twits! 
1290,@rashaunh I never got in  it was too packed. Terrible right?
1291,@HHumes yeah!!!  its 4 days before my bday as well!!!!! please kill me!!! 
1292,@Maffyewww sounds good to me. 
1293,"@jonasbrothers http://twitpic.com/6q1om - You guys really do it all, don't you? "
1294,"@edgartronic Fyi, you gotta make reservations months in advance. Do it &amp; enjoy! One of the best restaurants in the nation. "
1295,Six hours before a final. My boys are smart  http://yfrog.com/89ilgj
1296,@MeganMMcL it was for head office at montpeliers. Didn't get it  x
1297,"@mantisknight  I'm sorry dude, thanks so much for everything last weekend, I'm sorry for working everyone so hard but I hope you had fun!"
1298,i need to un-follow some people (not you! i talking about celebritys) becuase my ipod is dead evrmorning cus i talk to yvonne till 3 a|AM 
1299,@chriismaytee well facebook is a cunt and it is soooooooooooo boring :Z i could go to sleep 
1300,#Goodsex I heard this guy named @trucksfan got it in the butt 
1301,"After four years of smoking Marlboro Lights, I'm switching to Davidoff Lights! Couldn't find Marlboro "
1302,"@JVB Thanks, I just found a article that say i cannot join you because i am in the UK though "
1303,@britainbybus M876?  Is that even a valid motorway? 
1304,DISTURBED IS UP NEXT !!!! 
1305,My Garden Is So Beautiful. 
1306,Going to South Padre Island tommorow and spending the day at schlitterban! FUN!!  Cant wait!
1307,@felicity_aug20 
1308,Gotta write my producers blog laters  Off out first with the missus...but where to go?! Thats the big question. Got My Mr Man t-shirt on!!
1309,@kperry You guys do! and you spray cows! 
1310,"@cocosmalls Yup, they share a room. Constant built-in antagonists. "
1311,home from mark's bday &amp; still kinda buzzed. good times  hyped up for game 2. goodnite my babies. california dreamzzzzzzz.
1312,And my mum thought by removing the computers I'd end up doing revision today! Well I showed her 
1313,"@sixredfeet Pshaw, check Twitter every day! Nah I'm a weenie and hae too much studying to do  Give her a bday hug from me tho!"
1314,@That1guyty when is it? I didn't know anything bout it til sun. But I couldn't make the mtg 
1315,"Good Morning Twit Bitz !!!!! Hope yall have a great positive day. Be safe. Remember, to always put God first  &lt;Peace&gt; D"
1316,"@rosscbrown I have to say I like your hair, it really suits you. "
1317,@aprilyvonnex3 - it's so hard to hang out with you. your schedule and mine clash and doesn't work out too well. 
1318,What is up with the heat wave?  I don't like dry heat.  I can use a bit of Chicago humidity about now 
1319,@trvsbrkr Naww thats soo sweet. Hope she feels better soon  wish my Dad &amp;&amp;brothers were that nice lol. xo
1320,Congratulations to the software winners at #flashcamporlando. Now go make something sweet!  @SomethingSoSam @cmayfield320
1321,So come on ge thigher loosen my lips faith and desire in the swing of you hips 
1322,@maprimo awh  i dont like going to events with performers. wack wack wack!!!
1323,@Ellebrigitte you going town today? 
1324,just ate lunch 
1325,feels guilty for not greeting her dad a Happy Father's Day.. 
1326,"I am 30 minutes into the Google Wave developer video and already have a million and one campaign ideas, awesome stuff "
1327,is about to go out and shooopppp. 
1328,goin to vincent's place! lunch date with my team mates 
1329,i'm heading to bed. imma try to sleep.  pumped! haha. &lt;3
1330,[home] w/ the kids.uploadn pics &amp; dwnloadn music to my phone.sad I dnt get to see my bestest today 
1331,@Silkglove yep!! My littleuns coming up for 10 and she just doesn't stop!! 
1332,is watching Grey's Anatomy Season5 Episode21  http://plurk.com/p/rdg98
1333,"@ tranquillityhub Hi  tranquillityhub, thanks for following! Followed you back! "
1334,@EazyWare lmao long story 
1335,"Yet another gorgeous day. And yet again I'm stuck in wrk all day!  God, I hate Mondays..."
1336,@wessthedj oh baby    I miss you already and I'm not even home from work...
1337,@myaemily priceless 
1338,"Federer won the third and finally showing grit and determination, still long way to go but starting to believe again "
1339,@tboogie937 Just got back from the gym!!! Bout to relax. 
1340,happy mother's day to every twitter's moms 
1341,Global warming is killing cali weather 
1342,@creativesoul16 um i dont know if its now then no because my mom isnt home yet... 
1343,@hnprashanth back to XP eh? 
1344,@Getintothis and here's me looking for work 
1345,South Beach Diet Day 3 - No Caffeine + No Sugar = 2 Day Headache 
1346,"@haileymaineATLF haha that's a nice way to go about it  idk yet. i'm trying to go to the one in Ventura &amp; LA, but idk. are you?"
1347,I feel sick. Apparently my system isn't used to having a McSpicy burger every day 
1348,preparing for history essay 
1349,@hcsfchick Yeah  I want one better mark before end of uni 
1350,"I wish I knew how to twitter on my phone... signed up for widget (i think its called), but I cant really access it "
1351,love the pics and the chic  http://is.gd/AHAJ
1352,"@joerjohnson My power steering was bad LAST WEEK.  I know the feeling man, I'm creeping up to $3K in misc mechanics bills in last 60 days."
1353,"I was ok with j givin our KY derby tickets away since we have men flyin in 2 c the boat, but Richard just called and said it was amazing "
1354,Grrrr Red Wings 
1355,@KnockiTsRanduM I would but I hear it doesn't ship well! 
1356,"@greeneash Hope your enjoying italy  can't wait for new moon, like just about everybody else "
1357,"Throwing the perfect pajama party is not whats great about being a girl, at least to me. Maybe I'm not girl enough... "
1358,@LoquaciousDame How come u dont be on aim no more?! What happen to our latenight chats! 
1359,on my new mac desktop. its fucking beautiful  still havent got my phone back too. gonna hit up featherdale and get it from bec ! ha
1360,@hakuzo_nightfox *smiles* the keyboard is not going anywhere  i wish your birthday had been better... sorry *hugs ya*
1361,@CescaVonCopburg  what happened ??   please come online on svz or write me back !! 
1362,@italiangoddess Excitingg have a good one 
1363,"@xynthian oh morning, you too!! after lunch i am back to work "
1364,@DoubleA17 This bitch is scratching my luscious legs 
1365,@tommcfly hey! when are you guys coming back to scotland? gutted i couldnt be at wembly last nite! 
1366,Heading out of town today.  My mom is in the hospital.  
1367,Whating AJ &amp; Freddie cutting poops lawn. He is lucky he has a good son in law &amp; grandson to help him out 
1368,@JimmRennie i have been severely tempted. but my previous four aint going anywhere so mebbe not. 
1369,"@mattimago no, hehe took at nap at 530pm my time, woke up at 1030pm, yea, so I'm wide awake now at 1255am. "
1370,"Going to go see terminator with raf, aaron and jessi "
1371,love monday's when there is no work. 
1372,"riiiiiiiiight, up &amp; ready too go catch the trrain  ...Ohh no i can't, Leah and Deanna aren't here yet! HURRY UP YOU TWOO!!!"
1373,@1ClassEdiva you're very welcome granny. LOL...j/k you young buck.lol 
1374,Gmorning gonna workout then call clients 
1375,so much for the flying...too windy today.  has to be about the 15th lesson I've had canceled for wind 
1376,@infynyxx Aren't there courses on these things? We were'nt taught anything during our engineering courses 
1377,@WolfLoverEmily  aww pooor em... 
1378,"So anyone looking for a vinyl-clad playset with a 30 year mfr warranty? 3 slides, 4 swing slots, rock climbing wall, more! Amish built! "
1379,Why am I awake? 
1380,http://twitpic.com/69ulm my happy boy 
1381,Still haven't practiced piano...lesson in less than 24 hours 
1382,"@johnnycrich they even have a class on it at Emerson? Anyway I want to learn it too, it's great for crazy interactive a/v stuff too "
1383,ive had such a boring day indoors all day...  i really need to come up with some plans for this summer!
1384,"@djangodash yes, thank you, all works like a charm! "
1385,"@dschadel wow, you did great! Blew my wad on a Frankensoque mermaid that I LOVE. Will start saving earlier next time! "
1386,I bought a new pair of Converse. Their so pretty. My collection is slowly growing 
1387,I wasn't able to make the Clatch yesterday. When/where is the next meet? 
1388,"@paskalamonik If you know such agent, do let me know "
1389,"Hejjjj!!!! - Apple, wake up!!!!!! "
1390,"Really wanted a newer car, atleast in the 2000's. Everybody in my fam has new cars and im still gettin hoopties. Uggghhhh!!!! "
1391,The regis girl was very chatty and kept saying cool and cute kinda got on my nerves but she did a good job on my bangs 
1392,British farmer takes rat poison  after bancrupcy following case against national trust over contamination of the river.RIP Bob Dearny 
1393,@AuthenticStyle Thx for your encouraging tweets today! 
1394,"@amberback Don't, please don't tweet about food, I'm so hungry and my pizza has just started cooking "
1395,"@NancyCz Yep, I now can play it from memory. Woo small accomplishments! "
1396,@Tacarigua chocolate chip and mini m&amp;m pancakes. Make them every sat am for my kids. 
1397,@LZA - sadly not surprising  the city is run by idiots.
1398,@arvindnrao i jus started.. i ll put wen it takes some shape 
1399,Hating my life right now so much!!! 
1400,@creativejo Twitter are just Plain Mean!!! I wasn't doing anything Except tweetinig about #Stokke products.. Spamming i guess?? 
1401,hot Bangkok...still having cold 
1402,stayin home. not feelin the greatest  hope i get called in early 4 work tomorow. I miss you @sf101
1403,@Rosabombay you getting your license?! 
1404,Canada i miss you still 
1405,@khameed23 No worries  Have a good trip in Toronto.
1406,"want to go home, but i can't,, "
1407,does not feel like going to class 2day.. 
1408,@VivianEdoja without ME??? 
1409,queen of flow charts harrrd at work 
1410,@treacherousd haha you should write a novel of love set back in the 12th century.. Since you know so much about it 
1411,what a wonderful anniversary.  
1412,"@xxGizem thanks, haha  &lt;3"
1413,today will be productive: gym now....lots and lots of writing later 
1414,@Malaechi: Pepsi Throwback is going away? Major suckage. 
1415,Arent sleeing pills designed 2 help u sleep? I guess they help u fall asleep not stay asleep 
1416,my brother bought shoes and didn't buy me anything  dammit
1417,http://twitpic.com/7hcdy - Mer's graduation pic with my sisters. 
1418,going to head into work for a while  and get some paperwork done-I've got parent-teacher conferences on Mon.
1419,"Truck fully loaded and pointed toward Charleston, SC  About 5-6 hours and it should be completely unloaded  Thx 4 praying!"
1420,@lightsresolve  Feel better! I introduced a friend to your music today. He's living in NY so I gave him a mix CD of my fav NY bands
1421,@bubbamudd 30 minutes on strength training days and 45 minutes to 1.5 hours on running days. 1 hour on 24hF class days 
1422,@gulpanag have fun u 2! and let us know how the shoot went! 
1423,"I don't think that im feeling too well. all the sudden, im tired but scared to fall asleep cuz I know I will wake up sick. "
1424,i can twitterberry now 
1425,@sydeni_f_babei best two seconds of the movie 
1426,@BrookeWUHU Could very well be! except I get no royalties from DC  Not even a butt grab!LOL I always get screwed..er..outa deals that is!
1427,feels like driving to the beach 
1428,Damn. Missed #xboxe3 
1429,@aminorjourney That'd be ace! Gonna wait 'til I hear back from @PMStudioUK and have a date arranged  #TweetUpWest
